student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,math_score_outlier,math_score_capped
14402,16,other,private,phd,3.4,71.6,yes,<15 min,yes,group study,63.7,56.4,63.7,50.9,e,False,63.7
14403,16,male,private,phd,4.7,72.0,yes,15-30 min,no,mixed,75.1,59.2,87.3,67.0,d,False,75.1
14404,16,female,private,graduate,1.1,69.5,yes,>60 min,no,coaching,17.2,38.0,35.0,29.6,f,False,17.2
14405,19,female,public,post graduate,1.2,55.6,yes,15-30 min,no,textbook,24.5,27.7,41.2,28.2,f,False,24.5
14406,14,female,public,diploma,1.2,81.2,yes,30-60 min,yes,textbook,35.6,32.2,12.1,38.0,f,False,35.6
14407,17,male,public,phd,6.8,57.7,yes,30-60 min,no,online videos,57.5,59.1,58.6,69.8,d,False,57.5
14408,19,male,private,graduate,5.9,82.0,yes,>60 min,yes,mixed,70.6,63.1,69.9,76.2,c,False,70.6
14409,19,female,private,post graduate,1.5,70.0,yes,<15 min,no,mixed,24.3,25.0,37.5,33.7,f,False,24.3
14410,17,male,public,post graduate,2.9,92.7,yes,15-30 min,yes,online videos,82.3,62.1,55.5,66.3,d,False,82.3
14411,19,female,public,phd,3.8,76.0,yes,>60 min,yes,coaching,59.3,66.0,52.6,57.1,d,False,59.3
14412,16,male,private,graduate,1.2,94.4,no,>60 min,no,group study,69.6,67.2,55.8,54.7,e,False,69.6
14413,17,other,private,phd,6.8,51.3,yes,30-60 min,yes,online videos,81.9,67.5,89.1,78.9,c,False,81.9
14414,17,male,public,phd,3.2,86.3,yes,>60 min,yes,notes,84.3,64.9,71.2,69.8,d,False,84.3
14415,14,female,public,post graduate,5.5,77.9,yes,30-60 min,no,group study,70.1,74.4,90.4,83.8,c,False,70.1
14416,14,female,private,diploma,5.3,58.4,yes,30-60 min,no,coaching,84.6,57.3,69.5,71.6,c,False,84.6
14417,19,female,private,no formal,7.4,55.3,yes,>60 min,no,online videos,85.6,87.8,80.5,86.5,b,False,85.6
14418,15,female,public,diploma,6.1,86.9,yes,>60 min,yes,coaching,85.6,97.4,100.0,86.6,b,False,85.6
14419,16,female,public,post graduate,0.8,68.8,yes,>60 min,yes,mixed,36.7,34.5,28.1,26.3,f,False,36.7
14420,17,other,private,phd,1.7,53.8,yes,>60 min,no,mixed,44.1,45.7,32.7,44.5,e,False,44.1
14421,17,other,private,post graduate,3.8,84.8,yes,<15 min,no,online videos,62.1,59.3,55.0,57.0,d,False,62.1
14422,17,male,public,graduate,1.2,64.5,yes,>60 min,yes,notes,29.9,33.5,48.8,38.8,f,False,29.9
14423,19,other,private,graduate,3.4,65.0,yes,30-60 min,yes,mixed,65.4,46.6,32.8,46.1,e,False,65.4
14424,18,female,private,phd,7.8,54.1,yes,30-60 min,no,mixed,68.6,66.3,66.9,76.5,c,False,68.6
14425,19,male,public,high school,2.0,71.1,yes,>60 min,yes,mixed,37.8,65.1,38.1,48.4,e,False,37.8
14426,17,other,public,post graduate,5.8,95.7,yes,30-60 min,yes,group study,76.3,100.0,88.2,85.0,c,False,76.3
14427,19,other,public,graduate,2.4,93.0,yes,30-60 min,yes,notes,47.5,53.1,54.2,59.8,d,False,47.5
14428,17,male,private,graduate,0.8,66.6,yes,>60 min,yes,textbook,21.2,45.4,26.2,39.2,f,False,21.2
14429,17,male,private,diploma,1.2,65.3,yes,30-60 min,no,textbook,28.4,30.5,15.1,27.5,f,False,28.4
14430,18,female,public,graduate,1.3,93.3,no,30-60 min,yes,textbook,42.8,60.0,65.7,54.9,e,False,42.8
14431,19,other,public,phd,2.7,87.0,no,<15 min,yes,notes,41.1,42.0,47.7,48.0,e,False,41.1
14432,14,male,private,diploma,7.7,60.2,yes,<15 min,yes,notes,72.6,78.5,97.4,93.7,b,False,72.6
14433,19,female,private,no formal,5.2,94.9,yes,15-30 min,yes,online videos,98.6,94.5,80.5,82.8,c,False,98.6
14434,18,female,private,no formal,1.4,95.6,yes,<15 min,yes,textbook,54.3,60.3,35.0,49.1,e,False,54.3
14435,19,other,public,high school,1.0,67.0,yes,30-60 min,yes,group study,13.2,31.5,41.4,34.1,f,False,13.2
14436,18,other,public,diploma,7.8,94.6,yes,>60 min,yes,online videos,88.9,72.1,84.8,90.6,b,False,88.9
14437,19,other,public,no formal,1.8,83.2,yes,15-30 min,no,textbook,43.4,33.4,49.8,45.3,e,False,43.4
14438,15,male,public,high school,2.5,93.8,yes,<15 min,no,mixed,48.2,55.4,45.3,49.7,e,False,48.2
14439,15,other,private,post graduate,6.8,69.3,yes,>60 min,yes,textbook,88.2,84.0,76.8,84.6,c,False,88.2
14440,15,female,public,post graduate,4.7,69.9,no,30-60 min,no,textbook,54.6,62.7,73.7,69.7,d,False,54.6
14441,15,female,private,post graduate,2.2,75.1,yes,<15 min,yes,group study,46.8,54.2,51.8,56.6,d,False,46.8
14442,15,other,public,post graduate,5.5,63.2,no,>60 min,yes,notes,69.4,69.1,93.4,74.6,c,False,69.4
14443,16,other,private,no formal,3.3,76.9,yes,15-30 min,yes,coaching,71.8,82.4,78.2,66.6,d,False,71.8
14444,15,male,private,phd,4.9,75.5,yes,30-60 min,no,textbook,60.4,44.5,50.5,64.0,d,False,60.4
14445,14,male,public,high school,1.2,59.4,yes,>60 min,yes,group study,39.2,44.3,38.0,37.1,f,False,39.2
14446,17,other,public,no formal,7.1,94.8,yes,<15 min,yes,mixed,77.3,87.0,87.4,89.9,b,False,77.3
14447,18,other,public,post graduate,5.0,55.2,yes,<15 min,yes,online videos,48.1,59.9,48.3,55.4,d,False,48.1
14448,14,female,public,diploma,0.5,94.1,yes,>60 min,no,coaching,48.9,41.1,32.7,41.8,e,False,48.9
14449,17,male,public,diploma,4.7,76.9,yes,<15 min,yes,group study,73.9,75.0,63.9,68.5,d,False,73.9
14450,17,male,public,diploma,3.2,74.1,no,30-60 min,yes,coaching,67.0,71.3,78.6,64.0,d,False,67.0
14451,18,other,public,graduate,7.3,92.9,yes,15-30 min,yes,group study,100.0,84.4,100.0,97.9,a,False,100.0
14452,14,other,public,graduate,1.5,72.7,yes,<15 min,yes,mixed,44.8,41.0,39.9,39.0,f,False,44.8
14453,18,other,public,no formal,3.0,65.1,yes,>60 min,no,coaching,47.7,44.9,39.4,52.8,e,False,47.7
14454,14,female,public,no formal,6.2,57.9,no,15-30 min,no,coaching,70.3,46.5,28.6,64.7,d,False,70.3
14455,15,female,private,phd,2.2,84.4,yes,>60 min,yes,online videos,60.8,69.5,49.0,59.6,d,False,60.8
14456,15,male,private,diploma,2.8,91.7,yes,>60 min,yes,notes,52.4,73.0,69.1,55.0,d,False,52.4
14457,19,other,public,phd,6.3,75.5,yes,30-60 min,no,textbook,71.0,73.0,70.5,74.8,c,False,71.0
14458,15,other,public,graduate,5.8,64.1,yes,30-60 min,yes,online videos,81.7,59.9,65.3,71.1,c,False,81.7
14459,18,male,public,post graduate,3.2,97.0,yes,<15 min,yes,textbook,72.6,75.2,72.4,65.1,d,False,72.6
14460,19,female,private,high school,4.0,82.3,yes,30-60 min,no,notes,63.2,57.8,68.2,67.9,d,False,63.2
14461,19,female,private,phd,4.6,77.2,yes,>60 min,no,group study,64.6,54.2,63.8,71.3,c,False,64.6
14462,15,other,private,graduate,7.2,89.6,yes,<15 min,yes,online videos,84.8,78.1,94.6,90.1,b,False,84.8
14463,14,other,public,post graduate,5.5,66.7,yes,>60 min,yes,textbook,80.8,94.6,78.7,73.3,c,False,80.8
14464,15,male,public,high school,4.9,86.8,yes,15-30 min,no,group study,58.7,80.8,91.3,68.5,d,False,58.7
14465,18,other,public,graduate,6.6,67.5,yes,15-30 min,no,online videos,84.1,93.8,98.2,85.2,b,False,84.1
14466,15,male,private,diploma,2.8,62.9,yes,30-60 min,no,coaching,53.8,43.0,43.9,47.4,e,False,53.8
14467,17,other,public,phd,3.8,61.6,yes,>60 min,no,notes,52.8,34.8,48.5,48.6,e,False,52.8
14468,16,other,private,phd,5.6,94.2,no,<15 min,yes,notes,81.5,71.1,63.7,76.8,c,False,81.5
14469,18,male,public,diploma,3.5,90.3,no,30-60 min,no,textbook,56.3,73.1,69.2,71.3,c,False,56.3
14470,17,other,private,no formal,4.1,60.4,yes,>60 min,yes,notes,70.4,82.5,71.3,66.4,d,False,70.4
14471,17,male,private,high school,1.7,53.5,yes,<15 min,yes,notes,34.5,40.4,41.7,42.0,e,False,34.5
14472,18,male,public,high school,5.1,57.7,yes,<15 min,no,mixed,61.1,66.6,53.9,65.6,d,False,61.1
14473,19,male,public,no formal,5.3,65.4,yes,15-30 min,no,group study,43.3,47.9,52.6,59.0,d,False,43.3
14474,16,other,private,phd,6.9,80.5,yes,15-30 min,no,mixed,88.1,65.9,71.1,78.2,c,False,88.1
14475,17,other,private,diploma,1.1,83.3,no,15-30 min,yes,online videos,47.6,25.1,48.1,42.1,e,False,47.6
14476,17,female,public,no formal,7.2,55.7,yes,<15 min,no,online videos,73.0,53.0,85.3,79.6,c,False,73.0
14477,18,other,public,graduate,1.1,72.7,no,30-60 min,yes,textbook,50.1,49.2,47.0,46.1,e,False,50.1
14478,16,female,private,diploma,6.1,76.0,yes,15-30 min,yes,notes,83.7,100.0,80.5,75.7,c,False,83.7
14479,16,female,private,high school,4.9,63.0,no,30-60 min,no,group study,73.9,74.8,58.2,61.3,d,False,73.9
14480,19,other,public,diploma,3.5,86.5,yes,15-30 min,no,group study,65.9,65.6,51.6,60.4,d,False,65.9
14481,19,female,private,graduate,7.4,79.8,yes,>60 min,yes,notes,87.2,100.0,89.4,91.8,b,False,87.2
14482,17,female,public,graduate,3.9,86.5,yes,15-30 min,yes,group study,54.1,66.0,65.7,64.8,d,False,54.1
14483,14,male,public,high school,0.7,84.9,no,>60 min,yes,online videos,67.2,51.4,48.0,45.5,e,False,67.2
14484,15,female,private,graduate,4.4,94.8,no,>60 min,yes,coaching,67.7,79.5,65.1,71.0,c,False,67.7
14485,16,other,private,post graduate,4.5,83.7,no,30-60 min,no,online videos,78.3,79.0,61.2,78.5,c,False,78.3
14486,18,other,public,graduate,6.1,90.0,yes,15-30 min,yes,online videos,84.1,60.6,81.8,79.9,c,False,84.1
14487,18,male,private,phd,3.2,75.5,yes,>60 min,yes,group study,65.4,66.5,37.8,56.5,d,False,65.4
14488,18,female,public,phd,1.1,61.9,yes,<15 min,no,textbook,30.6,24.5,28.3,32.2,f,False,30.6
14489,14,female,private,diploma,3.1,54.5,yes,>60 min,yes,mixed,49.3,31.5,23.2,39.4,f,False,49.3
14490,16,other,private,diploma,5.0,74.5,yes,<15 min,no,mixed,100.0,76.6,90.2,79.4,c,False,100.0
14491,18,other,private,diploma,4.6,89.9,yes,30-60 min,yes,mixed,74.5,77.4,84.5,76.9,c,False,74.5
14492,19,other,public,diploma,6.9,79.2,yes,<15 min,no,online videos,92.2,95.1,94.5,86.1,b,False,92.2
14493,14,other,public,high school,2.5,51.3,yes,30-60 min,yes,mixed,25.1,47.1,21.3,33.9,f,False,25.1
14494,19,female,public,phd,4.8,62.0,yes,<15 min,no,notes,67.4,74.6,55.9,70.7,c,False,67.4
14495,14,female,private,graduate,7.8,72.1,yes,>60 min,yes,online videos,81.1,97.0,100.0,88.4,b,False,81.1
14496,15,female,public,no formal,2.9,70.1,no,15-30 min,yes,mixed,37.6,47.9,48.4,47.5,e,False,37.6
14497,19,female,private,phd,3.8,84.9,no,>60 min,yes,textbook,44.9,44.7,35.5,54.7,e,False,44.9
14498,18,other,private,phd,8.0,58.8,yes,<15 min,no,textbook,100.0,100.0,90.9,95.4,a,False,100.0
14499,19,other,public,graduate,1.6,68.5,yes,>60 min,no,mixed,56.8,27.2,30.1,39.2,f,False,56.8
14500,17,other,private,phd,4.8,76.8,no,<15 min,yes,notes,85.8,60.0,79.5,72.5,c,False,85.8
14501,17,female,public,phd,3.3,99.2,yes,30-60 min,yes,coaching,63.3,63.2,52.5,64.0,d,False,63.3
14502,17,male,private,phd,0.8,96.3,yes,>60 min,yes,mixed,63.3,52.9,49.2,54.5,e,False,63.3
14503,17,male,public,phd,6.2,69.1,yes,<15 min,no,textbook,57.6,72.1,77.3,70.8,c,False,57.6
14504,17,male,private,no formal,2.0,66.7,yes,<15 min,no,group study,23.3,67.3,52.2,50.1,e,False,23.3
14505,15,female,public,no formal,7.2,97.5,yes,30-60 min,yes,mixed,96.2,96.5,94.3,99.1,a,False,96.2
14506,19,female,private,graduate,3.6,93.1,yes,30-60 min,yes,coaching,74.7,62.3,61.3,72.3,c,False,74.7
14507,16,female,private,post graduate,1.6,85.5,yes,15-30 min,no,textbook,43.5,50.1,48.1,45.8,e,False,43.5
14508,17,other,private,phd,2.3,81.1,yes,15-30 min,no,online videos,46.0,61.1,24.4,43.5,e,False,46.0
14509,18,female,private,graduate,6.7,86.4,yes,30-60 min,yes,notes,89.6,98.0,91.6,88.5,b,False,89.6
14510,17,other,private,high school,3.3,85.5,yes,30-60 min,yes,mixed,61.3,66.9,65.6,65.6,d,False,61.3
14511,17,female,private,phd,2.4,91.8,yes,15-30 min,yes,coaching,50.3,53.2,50.7,54.3,e,False,50.3
14512,14,other,private,graduate,2.4,86.2,yes,<15 min,no,textbook,63.9,69.1,49.5,59.8,d,False,63.9
14513,15,male,public,post graduate,4.9,82.5,yes,15-30 min,no,online videos,97.6,66.4,82.5,79.3,c,False,97.6
14514,16,male,private,high school,2.4,96.8,yes,<15 min,yes,group study,60.6,59.6,66.3,64.1,d,False,60.6
14515,16,other,public,post graduate,7.5,97.0,no,>60 min,yes,online videos,100.0,88.2,88.8,97.8,a,False,100.0
14516,19,other,public,no formal,0.9,70.8,yes,15-30 min,yes,online videos,26.7,49.9,8.7,33.0,f,False,26.7
14517,19,female,private,phd,1.7,99.9,yes,<15 min,yes,online videos,46.3,74.9,53.3,53.1,e,False,46.3
14518,18,male,public,phd,3.7,69.7,yes,30-60 min,no,online videos,63.6,68.8,65.6,54.5,e,False,63.6
14519,16,male,public,post graduate,2.1,62.4,yes,30-60 min,no,notes,52.1,33.4,32.4,35.8,f,False,52.1
14520,14,female,public,phd,6.3,60.4,no,>60 min,no,mixed,61.4,54.8,67.2,70.9,c,False,61.4
14521,18,other,public,phd,7.4,55.9,yes,>60 min,yes,online videos,62.6,83.1,83.5,81.4,c,False,62.6
14522,19,female,private,no formal,5.0,68.2,yes,15-30 min,yes,online videos,65.6,62.7,60.5,69.1,d,False,65.6
14523,16,other,private,high school,6.9,98.4,yes,15-30 min,yes,mixed,100.0,99.8,97.1,100.0,a,False,100.0
14524,18,female,private,no formal,6.5,66.2,yes,30-60 min,yes,textbook,86.2,83.4,92.0,82.1,c,False,86.2
14525,19,male,private,high school,1.7,96.0,no,<15 min,yes,group study,32.7,63.4,51.1,49.3,e,False,32.7
14526,17,female,private,graduate,1.1,55.4,yes,30-60 min,no,group study,18.0,25.1,40.6,23.8,f,False,18.0
14527,15,female,public,no formal,5.2,57.3,yes,15-30 min,yes,online videos,74.5,75.3,73.2,71.6,c,False,74.5
14528,14,male,private,no formal,7.9,58.2,yes,>60 min,yes,group study,94.4,96.9,88.8,82.9,c,False,94.4
14529,18,other,public,graduate,6.7,77.5,yes,<15 min,no,textbook,90.8,96.8,88.1,93.4,b,False,90.8
14530,17,male,private,graduate,5.1,99.6,yes,30-60 min,no,notes,81.3,69.1,71.8,74.5,c,False,81.3
14531,14,other,public,diploma,1.3,60.2,yes,15-30 min,no,notes,42.7,23.7,36.7,35.0,f,False,42.7
14532,14,other,private,post graduate,6.3,66.7,no,15-30 min,yes,group study,82.7,85.6,93.3,81.2,c,False,82.7
14533,19,other,private,graduate,5.6,92.7,yes,30-60 min,no,textbook,73.4,83.4,73.8,75.4,c,False,73.4
14534,15,male,private,diploma,7.5,76.6,yes,30-60 min,yes,online videos,90.3,87.3,91.9,83.1,c,False,90.3
14535,15,other,public,no formal,5.8,67.2,yes,>60 min,yes,mixed,65.8,74.6,82.1,69.8,d,False,65.8
14536,17,female,public,post graduate,1.3,71.1,yes,>60 min,no,group study,42.8,67.0,68.0,48.5,e,False,42.8
14537,16,other,private,graduate,5.1,86.8,yes,>60 min,yes,group study,59.4,76.1,75.6,73.9,c,False,59.4
14538,19,male,public,no formal,3.5,68.1,yes,>60 min,yes,coaching,27.7,50.7,55.8,51.9,e,False,27.7
14539,18,other,private,high school,3.7,83.1,yes,<15 min,no,coaching,46.7,73.4,54.9,60.2,d,False,46.7
14540,16,male,public,high school,5.2,90.0,yes,>60 min,no,textbook,87.2,87.9,90.9,87.5,b,False,87.2
14541,15,other,private,high school,7.2,52.8,yes,>60 min,yes,online videos,83.5,68.8,75.6,70.5,c,False,83.5
14542,19,male,public,post graduate,6.2,87.5,yes,<15 min,yes,group study,79.1,83.2,73.5,74.9,c,False,79.1
14543,17,other,public,phd,0.7,97.2,yes,>60 min,no,coaching,58.4,37.2,32.3,45.5,e,False,58.4
14544,19,other,public,no formal,1.6,54.0,yes,15-30 min,no,group study,36.2,21.8,34.6,38.2,f,False,36.2
14545,16,female,private,high school,3.2,54.1,yes,15-30 min,yes,online videos,42.8,48.4,14.4,39.6,f,False,42.8
14546,14,female,public,high school,5.6,80.8,yes,15-30 min,no,group study,64.1,88.1,68.0,69.1,d,False,64.1
14547,19,male,public,phd,5.3,83.8,yes,15-30 min,yes,online videos,56.8,98.2,67.2,78.1,c,False,56.8
14548,15,male,public,graduate,4.3,73.1,yes,>60 min,no,online videos,58.9,64.8,75.2,71.2,c,False,58.9
14549,19,other,private,phd,3.7,96.8,yes,>60 min,yes,notes,58.9,63.6,87.5,64.9,d,False,58.9
14550,18,other,public,high school,6.4,56.3,yes,<15 min,no,textbook,74.8,53.5,81.4,72.1,c,False,74.8
14551,15,other,private,no formal,1.2,55.9,yes,>60 min,yes,textbook,8.8,21.5,16.2,23.4,f,False,8.8
14552,18,male,private,diploma,5.0,50.5,yes,15-30 min,yes,coaching,71.2,98.1,78.8,67.7,d,False,71.2
14553,14,male,private,post graduate,6.6,91.1,yes,>60 min,no,coaching,85.4,76.0,84.4,81.4,c,False,85.4
14554,16,other,public,phd,2.5,54.5,yes,30-60 min,yes,textbook,24.2,59.0,45.3,39.0,f,False,24.2
14555,16,female,private,diploma,2.0,80.2,yes,30-60 min,no,textbook,48.3,27.7,39.6,41.5,e,False,48.3
14556,17,male,private,high school,5.6,96.5,yes,<15 min,yes,group study,78.9,83.3,91.0,80.9,c,False,78.9
14557,17,male,public,no formal,1.8,52.6,yes,15-30 min,yes,group study,29.8,45.7,35.9,44.1,e,False,29.8
14558,17,other,public,diploma,4.2,55.9,yes,>60 min,no,textbook,59.2,69.8,41.2,59.5,d,False,59.2
14559,16,other,public,graduate,7.4,93.6,yes,15-30 min,no,group study,79.7,87.4,85.4,91.5,b,False,79.7
14560,18,male,private,no formal,1.0,63.9,yes,30-60 min,yes,mixed,53.1,22.9,45.1,41.7,e,False,53.1
14561,14,other,public,phd,7.3,71.1,yes,15-30 min,yes,mixed,69.8,100.0,82.5,88.2,b,False,69.8
14562,18,female,private,post graduate,1.9,79.0,no,<15 min,no,textbook,57.8,39.0,56.6,48.4,e,False,57.8
14563,14,other,private,high school,4.1,85.8,yes,15-30 min,yes,coaching,80.5,54.2,66.2,64.2,d,False,80.5
14564,14,female,private,diploma,1.5,59.2,yes,30-60 min,yes,notes,43.7,23.7,24.5,29.6,f,False,43.7
14565,18,other,private,diploma,5.8,93.7,no,>60 min,yes,online videos,100.0,78.0,90.5,89.9,b,False,100.0
14566,14,female,private,phd,8.0,88.7,yes,30-60 min,yes,textbook,95.5,90.2,68.6,100.0,a,False,95.5
14567,18,other,private,post graduate,2.8,54.5,yes,15-30 min,yes,notes,37.7,37.3,44.3,38.2,f,False,37.7
14568,14,other,private,no formal,7.4,55.4,yes,<15 min,no,mixed,73.6,81.6,74.5,72.1,c,False,73.6
14569,14,female,private,high school,6.0,85.4,no,>60 min,no,mixed,70.5,80.7,75.1,83.2,c,False,70.5
14570,19,male,public,post graduate,7.7,73.6,yes,>60 min,no,textbook,100.0,87.1,100.0,99.7,a,False,100.0
14571,15,male,private,diploma,5.5,72.6,yes,30-60 min,no,mixed,76.1,54.8,64.9,69.7,d,False,76.1
14572,19,female,public,post graduate,5.6,60.9,yes,30-60 min,yes,notes,75.1,82.3,73.3,71.7,c,False,75.1
14573,16,female,public,graduate,7.6,85.6,yes,>60 min,no,coaching,72.0,78.5,84.4,88.0,b,False,72.0
14574,18,other,private,post graduate,6.0,55.7,yes,30-60 min,yes,coaching,84.0,81.5,58.9,76.4,c,False,84.0
14575,19,male,private,graduate,6.9,68.7,yes,<15 min,yes,group study,88.2,80.5,80.8,84.2,c,False,88.2
14576,14,other,public,post graduate,2.6,86.1,yes,30-60 min,no,group study,48.2,61.3,38.6,56.5,d,False,48.2
14577,15,male,public,diploma,1.8,99.0,yes,<15 min,yes,group study,54.1,60.7,54.2,53.8,e,False,54.1
14578,17,female,public,high school,5.3,60.6,yes,<15 min,no,online videos,86.1,74.1,71.2,70.5,c,False,86.1
14579,19,female,private,phd,2.4,81.8,yes,<15 min,no,group study,53.4,41.8,51.2,47.1,e,False,53.4
14580,15,female,private,diploma,3.7,53.2,yes,30-60 min,yes,mixed,71.4,58.6,50.8,58.3,d,False,71.4
14581,15,male,public,no formal,6.9,63.3,yes,<15 min,yes,notes,100.0,79.8,73.5,83.9,c,False,100.0
14582,16,other,public,diploma,5.2,54.8,yes,15-30 min,no,group study,61.2,75.6,67.8,64.2,d,False,61.2
14583,15,male,private,diploma,7.6,91.5,yes,>60 min,no,online videos,96.7,100.0,77.4,100.0,a,False,96.7
14584,15,other,private,high school,3.2,70.9,yes,>60 min,no,online videos,56.3,39.9,57.8,56.1,d,False,56.3
14585,14,female,private,phd,2.6,94.6,yes,15-30 min,no,coaching,46.1,76.3,78.8,67.4,d,False,46.1
14586,18,other,public,diploma,2.1,52.0,no,>60 min,yes,mixed,40.6,34.8,26.6,31.0,f,False,40.6
14587,18,other,private,diploma,7.8,84.9,yes,15-30 min,no,group study,93.0,66.8,100.0,89.0,b,False,93.0
14588,14,other,public,post graduate,3.7,75.7,yes,>60 min,yes,mixed,45.9,46.2,56.9,53.6,e,False,45.9
14589,17,female,public,graduate,7.4,84.7,yes,<15 min,no,textbook,97.4,100.0,100.0,99.9,a,False,97.4
14590,17,female,public,diploma,3.1,98.3,yes,<15 min,no,notes,52.5,68.6,71.6,66.2,d,False,52.5
14591,17,female,public,phd,2.7,98.6,no,15-30 min,no,notes,81.7,84.0,67.7,70.9,c,False,81.7
14592,19,female,public,phd,6.3,91.5,yes,15-30 min,yes,coaching,80.4,86.1,79.6,80.4,c,False,80.4
14593,17,other,private,diploma,5.1,60.5,no,30-60 min,yes,notes,71.8,69.6,60.1,66.2,d,False,71.8
14594,18,female,private,post graduate,4.4,88.0,yes,>60 min,no,notes,63.2,68.5,54.5,62.8,d,False,63.2
14595,14,female,private,no formal,3.8,97.9,yes,<15 min,yes,coaching,93.9,73.2,81.6,77.1,c,False,93.9
14596,14,male,private,diploma,4.0,67.3,yes,15-30 min,no,textbook,55.4,76.3,64.9,65.9,d,False,55.4
14597,17,male,private,diploma,6.8,67.5,yes,15-30 min,yes,online videos,77.6,88.6,79.8,87.3,b,False,77.6
14598,19,other,public,diploma,1.6,73.9,no,15-30 min,no,coaching,24.2,39.5,48.7,37.1,f,False,24.2
14599,16,other,public,phd,0.9,84.8,no,15-30 min,yes,notes,48.5,53.7,44.7,40.1,e,False,48.5
14600,17,female,public,graduate,0.5,62.4,yes,<15 min,yes,online videos,16.3,45.3,9.7,36.2,f,False,16.3
14601,15,female,private,diploma,4.2,57.9,no,15-30 min,yes,group study,41.3,64.2,65.2,59.5,d,False,41.3
14602,16,male,private,diploma,6.6,64.3,no,<15 min,yes,mixed,63.9,63.9,62.9,70.4,c,False,63.9
14603,18,male,private,graduate,5.5,82.3,yes,<15 min,no,notes,92.5,78.9,93.2,83.1,c,False,92.5
14604,17,other,public,high school,7.9,52.1,no,<15 min,yes,textbook,89.6,81.8,90.1,81.7,c,False,89.6
14605,14,female,private,high school,5.1,96.4,yes,30-60 min,yes,notes,60.3,54.4,83.1,71.6,c,False,60.3
14606,19,male,public,graduate,4.3,77.9,yes,<15 min,no,notes,45.4,71.3,71.2,64.6,d,False,45.4
14607,19,male,public,high school,4.9,55.3,yes,>60 min,no,online videos,69.6,48.7,64.5,52.4,e,False,69.6
14608,16,male,public,post graduate,7.1,86.2,no,15-30 min,yes,notes,77.4,86.1,60.6,82.7,c,False,77.4
14609,16,other,private,phd,0.6,64.3,yes,15-30 min,yes,textbook,36.8,22.0,11.9,28.3,f,False,36.8
14610,17,female,private,diploma,4.0,88.3,yes,30-60 min,no,coaching,82.3,89.2,82.8,73.7,c,False,82.3
14611,18,male,private,graduate,3.6,94.0,yes,<15 min,no,coaching,47.1,44.3,44.0,57.7,d,False,47.1
14612,16,other,public,high school,7.6,75.2,yes,30-60 min,yes,online videos,85.0,64.1,85.7,89.3,b,False,85.0
14613,14,other,private,post graduate,1.9,59.2,yes,30-60 min,yes,textbook,48.6,50.6,49.1,40.4,e,False,48.6
14614,14,female,public,high school,0.7,73.6,yes,15-30 min,no,coaching,40.6,27.0,68.0,42.6,e,False,40.6
14615,18,male,public,graduate,5.2,78.6,yes,30-60 min,no,mixed,60.1,64.8,77.7,74.6,c,False,60.1
14616,18,male,private,diploma,5.2,68.0,no,>60 min,yes,textbook,68.3,49.2,70.4,69.3,d,False,68.3
14617,18,other,private,post graduate,2.9,88.5,yes,30-60 min,yes,notes,52.9,68.6,37.2,57.6,d,False,52.9
14618,14,female,private,high school,4.5,63.6,yes,>60 min,yes,online videos,72.0,70.3,66.3,62.4,d,False,72.0
